id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
17516	Oftedal	Tjøl	mann	O-l		dagskritikk	1ste Mai		1924	2. des									sosialistisk kritikk	Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17517	Krog	Helge	mann			dagskritikk	Dagbladet		1924	6. des		285								Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17518			ukjent	H.K.		dagskritikk	Oplandet		1924	6. des										Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17519			ukjent	S.M.		dagskritikk	Haugesunds Avis		1924	6. des										Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17520	Ung	Svein	mann			dagskritikk	Teledølen		1924	8. des										Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17521	Dalgard	Olav	mann			dagskritikk	Fram		1924	10. des					05.07.2012			nynorsk		Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17522	Nes	Simon	mann			dagskritikk	Haugesunds Avis		1924	15. des										Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17523	Elster	Kristian d.y.	mann			dagskritikk	Aftenposten		1924	22. des							Tørber Landsem og Audun Rambern			Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17524	Minde	Otto	mann			artikkel	Syn og Segn		1924						469			nynorsk		Uppdal	Kristofer		mann	Herdsla	Kristiania	1924	roman	nynorsk	arbeiderlitteratur
17525	anonym		ukjent			artikkel	Den 17de Mai		1924	25., 29. mai								nynorsk	Uppdal leser egne dikt i Losjen	Uppdal	Kristofer		mann						
17526	anonym		ukjent			artikkel	Den 17de Mai		1925	17. feb							Norsk Bokmannslag (Stipend til Uppdal)	nynorsk		Uppdal	Kristofer		mann						
17527	anonym		ukjent			artikkel	Aftenposten		1925	27. feb							Om at Kristofer Uppdal må få arve Garborgs diktergasje			Uppdal	Kristofer		mann						
17528	anonym		ukjent			artikkel	Den 17de Mai		1925	28. feb							Kristofer Uppdal får bokmannsstipend, men ikkje Garborgs diktarløn	nynorsk		Uppdal	Kristofer		mann						
17529	Kent	Charles	mann			dagskritikk	Morgenposten		1925	16. okt										Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17530			ukjent	A.H.		dagskritikk	Smaalenenes Amtstidende	Halden	1925	20. okt										Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17531	Gullvåg	Olav	mann	G.		dagskritikk	Gula Tidend		1925	21. okt								nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17532	anonym		ukjent			dagskritikk	Oslo Aftenavis		1925	21. okt							Om elskov, kjærlighet og kvinder			Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17533	Singdahlsen	Ole Lie	mann			dagskritikk	Aftenposten		1925	29. okt										Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17534	anonym		ukjent			dagskritikk	For Bygd og By		1925	31. okt								nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17535			ukjent	K.M.		dagskritikk	Bergens Tidende		1925	3. nov										Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17536	Krog	Helge	mann	H.K.		dagskritikk	Dagbladet		1925	5. nov		258								Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17537	Debes	Inge	mann			dagskritikk	Nationen		1925	7. nov										Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17538	Dalgard	Olav	mann			dagskritikk	Den 17de Mai		1925	9. nov								nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17539	Paulson	Andreas	mann	A.P.		dagskritikk	Arbeidet		1925	11. nov									sosialistisk kritikk	Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17540	Bergsgård	Arne	mann			dagskritikk	Nidaros		1925	22. des								nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17541	Rytter	Henrik	mann			dagskritikk	Ung-Norig. Maanadskrift paa norsk maal		1925						235-240			nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17542	Sørflaten	Magne	mann			dagskritikk	Austland		1926	8. apr								nynorsk		Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
17543	Dalgard	Olav	mann			artikkel	Ord & bild. Nordisk kulturtidskrift	Stockholm	1925			12								Uppdal	Kristofer		mann	Jotunbrunnen	Oslo	1925	lyrikk	nynorsk	prosadikt
