"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
686,13,"1990","Non-fiction in a small country","124142","","Article","","30","","","0029-1846","","The Norseman","","4/5","","","","","","","","","23-26 : ,",1,"[""sakprosadefinisjoner""]",NULL,NULL
687,13,"1989","Reisebeskrivelser - etnologisk kilde eller topografiske eventyr?","112008","","Article","","15","","","0332-5784","","Dugnad","","3","","","","Engelsk sammendrag","","","","","15-27 :",1,"[""forskningsformidling"",""topografi"",""reiseskildringer/reisebeskrivelser""]",NULL,NULL
688,13,"1988","Regisserte og retoriske pressebilete","97045","","Article","","94","","","0039-7717","","Syn og segn","","1-2","","","","","","","","","125-135 : ",1,"[""journalistikk"",""presse"",""retorikk"",""visuell retorikk""]",NULL,NULL
689,13,"1984","Litteraturkritikk og selvkritikk : utviklingen i Eivind  Berggravs kritikerskap","113883","","Article","","89","","","0023-186X","","Kirke og kultur","","7-8","","","","","","","","","425-434",1,"[""forfatterskap"",""litteratur"",""Litteraturkritikk""]",NULL,NULL
690,13,"1984","Formatets tyranni : avisen og markedet","63341","","Article","","93","","","0036-3928","","Samtiden","","4","","","","","","","","","7-9",1,"[""aviser""]",NULL,NULL
691,13,"1990","Dette var mitt liv : blikk på legers selvbiografier","126351","","Article","","110","","","0029-2001","","Tidsskrift for Den norske legeforening","","30","","","","","","","","","3908-3911",1,"[""biografier"",""forfatterskap"",""medisin og helse""]",NULL,NULL
692,13,"1990","1800-tallets kokebøker: et speil i tiden : en kulturanalyse over et utvalg norskekokebøker 1831-1900","900713615","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Stabekk høgskole","Hovedfagsoppgave i ernæring, helse og miljøfag - Stabekk høgskole, 1990","","","","","146 bl.",1,"[""kokebøker""]",NULL,NULL
693,13,"1986","Den politiske biografi og trollet med de tre hoder","80949","","Article","","44","","","0020-577X","","Internasjonal politikk","","1","","","","Om historieskriving","","","","","[19]-47",1,"[""biografier""]",NULL,NULL
694,13,"1990","Barn i norsk utdanningspolitisk retorikk i 1980-årene : en  studie av de politiske partiers valgprogram 1981-1989","127201","","Article","","8","","","0800-1669","","Barn","","4","","","","","","","","","88-102",1,"[""barn og ungdom"",""partiprogrammer"",""retorikk""]",NULL,NULL
695,13,"1990","Gode artikler","124134","","Article","","74","","","0029-2052","","Norsk pedagogisk tidsskrift","","4","","","","","","","","","225-227",1,"[""pedagogikk""]",NULL,NULL
696,13,"1988","Periodiske publikasjoner og politisk debatt: norske allmennkulturelle tidsskrifter 1760 - 1850","94313935x","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i idehistorie - Universitetet i Oslo, 1988","","","","","160 bl.",1,"[""tidsskrift"",""tidsskrifthistorie""]",NULL,NULL
697,13,"1985","Streiflys over avisenes barnebokanmeldelser fra 1850 til i dag","72484","","Article","","52","","","0006-5811","","Bok og bibliotek","","5","","","","","","","","","221-223",1,"[""aviser"",""barn og ungdom"",""historie"",""litteraturkritikk/anmeldelser""]",NULL,NULL
698,13,"1944","Svunne tiders sensasjoner: streiftog gjennem norsk pressehistorie","921358873","","Book","","","Dybwad","Oslo","","","","","","","","","","","","","","352 ",1,"[""historie"",""presse"",""pressehistorie""]",NULL,NULL
699,13,"1986","Presentasjon av et tidsskrift","84516","","Article","","9","","","0332-9089","","Arken","","3","","","","Anmeldelse av: Agora : journal for metafysisk spekulasjon","","","","","[53]",1,"[""filosofi"",""tidsskrift""]",NULL,NULL
700,13,"1979","Ludvig Holberg, Georg Johannesen og andre essayistar","25335","","Article","","85","","","0039-7717","","Syn og segn","","","","","","","","","","","349-358",1,"[""forfatterskap""]",NULL,NULL
701,13,"1988-1990.","Norsk kvinnelitteraturhistorie","884070727","","Book","","","Pax","Oslo","","82-530-1433-3","","","","","","","","","","","","3 b.",1,"[""historie"",""kjønn"",""litteratur"",""litteraturhistorie""]",NULL,NULL
702,13,"1990","Maktkampens retorikk : Reiulf Steen si bok ""Maktkamp""  analysert frå ein språkteoretisk synsstad","127444","","Article","","100","","","0036-3928","","Samtiden","","5","","","","","","","","","20-26 :",1,"[""forfatterskap"",""makt"",""retorikk"",""språk""]",NULL,NULL
703,13,"1971","Kjartan Fløgstads hemmelege jubel","21523","","Article","","77","","","0039-7717","","Syn og segn","","","","","","","","","","","273-278",1,"[""forfatterskap""]",NULL,NULL
704,13,"1990","Formspråk - formidling - forkynning : eit munnleg essay om  samspelet mellom innhald, formspråk og (total)kommunikasjon","125428","","Article","","23","","","0333-340X","","Ung teologi","","2-3","","","","","","","","","117-129",1,"[""muntlige tekster"",""språk""]",NULL,NULL
705,13,"1988","Tekstens spillerom","101427","","Article","","42","","","0042-6288","","Vinduet","","2","","","","Om litteraturkritikk","","","","","[65]-67 :",1,"[""Litteraturkritikk""]",NULL,NULL
706,8,"1990","Erindringer: fra familiefortelling og krønike til selvbiografisk beretning","","","Inbook","","","Pax","Oslo","","82-530-1433-3","","Norsk kvinnelitteraturhistorie","","","","","","","","","884070727","""""",1,"[""biografier"",""erindringer"",""familie"",""kjønn"",""litteraturhistorie""]",NULL,NULL
707,13,"1991","Undringens mil","137282","","Article","","96","","","0023-186X","","Kirke og kultur","","6","","","","Om norske essay. Innlegg ved etterutdanningskurset ""Gråstein og lengsel : religiøsitet og kristentro mot år 2000"" ved Det teologiske fakultet og Det praktisk teologiske seminar","","","","","513-525",1,"[""filosofi"",""religion""]",NULL,NULL
708,13,"1949","Dagbladet i Tigerstaden","894047205","","Book","","","Aschehoug","Oslo","","","","","","","","","","","","","","472 ",1,"[""aviser""]",NULL,NULL
709,13,"1986","Trygg trafikk","79825","","Article","","16","","","0332-6330","","Sosiologi i dag","","1","","","","Om retorikken i en del sosiologiske tekster publisert i heftet ""Tid for samfunnsforskning""","","","","","11-25",1,"[""diskursanalyse"",""retorikk"",""sosiologi""]",NULL,NULL
710,13,"1959","Marcus Jacob Monrad: et blad av norsk dannelses historie i det 19. århundre","910759219","","Book","","","Gyldendal","Oslo","","","","","","","","","","","","","","IX, 449 ",1,"[""filosofi"",""forfatterskap"",""historie""]",NULL,NULL
711,13,"1979","Eilert Sundt ; en dikter i kjensgjerninger","802063276","","Book","","","Gyldendal","Oslo","","82-05-11852-3","","","","","","","","","","","","VII,494 ,[1] bl.",1,"[""forfatterskap"",""samfunnsvitenskap"",""sosiologi""]",NULL,NULL
712,13,"1994","Kunsthistoriografi og kunstideologi: en verkskritisk analyse av de to første norske kunsthistoriene som opinionsskrift og genre","951663798","Doktoravhandling","Phdthesis","","","","Trondheim","82-90896-63-8","","","","","","","Universitetet i Trondheim (Den allmennvitenskapelige høgskolen)","Avhandling (dr. philos.) - Universitetet i Trondheim, 1995","Om: Det nye Norges malerkunst / Andreas Aubert. Norske malere og billedhuggere / Jens Thiis","","","","8, 306",1,"[""historie"",""historiografi"",""ideologi"",""kunst"",""Kunsthistorie""]",NULL,NULL
714,8,"2001","""Jeg sendte det lell..."": en analyse av kundekommunikasjon i motorvognavdelingen i Gjensidige NOR forsikring","011852895","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-naturvitenskapelige universitet","Hovedoppgave i anvendt språkvitenskap - Norges teknisk-naturvitenskapelige universitet, 2001","","","","","134, XII",1,"[""kundekommunikasjon""]",NULL,NULL
715,8,"1994","""Laserne"": studier i den dansk-norske felleslitteratur etter 1814","940417340","","Book","","","Aschehoug","Oslo","","82-03-17407-8","","","","","","","Bidrag på norsk og dansk","","","","","380 ",1,"[""litteratur"",""sakprosahistorie""]",NULL,NULL
716,13,"1969","Bjørnstjerne Bjørnsons politiske agitasjon 1880-1884","844120995","","Book","","","Universitetsforlaget","Oslo","","","","","","","","","Opprinnelig levert som hovedoppgave i historie - Universitetet i Oslo, 1962. Bibliografi, s. 86-87. Kilder, s. 81-85, Noter, s. 88-96.","","","","","97",1,"[""forfatterskap""]",NULL,NULL
717,13,"1980","Gjennom kvinneøyne: norske kvinners litteraturkritikk og reaksjoner på litteratur ca 1880-1930","812117964","","Book","","","Universitetsforlaget","Tromsø","","82-00-05469-1","","","","","","","","","","","","204 ",1,"[""kjønn"",""litteratur"",""litteraturhistorie"",""Litteraturkritikk""]",NULL,NULL
718,13,"1971","Billigboken, et medium for vår tid","21421","","Article","","80","","","0036-3928","","Samtiden","","2","","","","","","","","","94-100",1,"[""billigbøker""]",NULL,NULL
719,13,"1984","Evolusjonsteorien: status i norsk forskning og samfunnsdebatt","833077589","","Book","","","Gyldendal","Oslo","","82-05-14279-3","","","","","","","","","","","","325 ",1,"[""forskningsformidling"",""naturfag/naturvitenskap""]",NULL,NULL
720,8,"1970","Billigbokstatus framfor 70-talet","20973","","Article","","76","","","0039-7717","","Syn og segn","","","","","","","","","","","11-19",1,"[""billigbøker"",""litteraturpolitikk""]",NULL,NULL
721,13,"1984-1986","Har du hjerte?: Tusener lider! : Arbeiderbladet 100 år","854031448","","Book","","","Utgitt av Arbeiderbladet : I kommisjon Tiden norsk forlag","Oslo","","","","","","","","","","","","","","2 b.",1,"[""aviser"",""pressehistorie""]",NULL,NULL
722,13,"1997","Fra tolkningsstrid til meningspleie : offentlighetens  forvandling i norsk EU-debatt 1972-1994","228429","","Article","","14","","","0800-336X","","Nytt norsk tidsskrift","","1","","","","","","","","","[34]-46",1,"[""EU"",""offentlighet""]",NULL,NULL
723,8,"1986","Har du frihet og sommersol kjær?: 1918-1984","872009939","","Book","","","Arbeiderbladet/Tiden","Oslo","","82-10-02951-7","","","","","","","Bind 2 av ""Arbeiderbladet 100 år. 1884-1984"" (2 bd.)","","","","","335",1,"[""pressehistorie""]",NULL,"(Det må gå fram at dette er del av serien Har du hjerte? : Tusener lider! : Arbeiderbladet 100 år)\n"
724,8,"1987","Litteraturkritikken - salgsvare og erkjennelsesform","95946","","Article","","41","","","0042-6288","","Vinduet","","3","","","","","","","","","[11]-16 : ",1,"[""litteratur"",""litteraturkritikk/anmeldelser"",""Litteraturkritikk""]",NULL,NULL
725,13,"1989","Avisoppgjøret etter 1945","010332065","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave - Universitetet i Oslo","","","","","320 bl.",1,"[""andre verdenskrig"",""aviser"",""pressehistorie""]",NULL,NULL
726,13,"1985","Retorikken i ei offentleg utgreiing","71779","","Article","","91","","","0039-7717","","Syn og segn","","3","","","","Om Buvikutvalet si utgreiing om problema på einsidige  industristader","","","","","220-226 : ",1,"[""retorikk""]",NULL,NULL
727,13,"1972","Et norsk kulturforlag gjennom hundre år: Aschehoug 1872-1972","920678718","","Book","","","Aschehoug","Oslo","","82-03-05039-5","","","","","","","","","","","","382 ",1,"[""forlagsbransjen""]",NULL,NULL
728,13,"1996","Med kunnskap skal landet bygges: Universitetsforlaget 1950-1990","961089407","","Book","","","Universitetsforl.","Oslo","","82-00-22594-1","","","","","","","","","","","","282 ",1,"[""forlagsbransjen"",""forlagshistorie"",""forskningsformidling""]",NULL,NULL
729,13,"1985","Avisene i informasjonsteknologiens tidsalder","69856","","Article","","","","","0011-5304","","Dagspressen","","3","","","","","","","","","11, 13-14 : ",1,"[""aviser"",""informasjonsteknologi"",""presse"",""teknologi""]",NULL,NULL
730,13,"1980","Leksika og kunnskapsverk i kamp om bokhyllen","26523","","Article","","31","","","0032-8847","","Prismet","","2","","","","","","","","","55-61",1,"[""oppslagsverk""]",NULL,NULL
731,13,"1954","""Verdens gang"" og norsk litteratur 1868-1910: en bibliografi","930509315","","Book","","","Gyldendal","Oslo","","","","","","","","","Om bl.a. Knut Hamsun","","","","","285 ",1,"[""bibliografi"",""litteratur"",""presse""]",NULL,NULL
732,13,"1995","Livshistorier - fakta eller fiksjon?","188628","","Article","","6","","","0802-7285","","Norsk antropologisk tidsskrift","","1","","","","Om livshistorier som datakilde innenfor forskning. -  Engelsk","","","","","[105]-115, 120",1,"[""biografier"",""historie"",""kvalitativ metode"",""livshistorier"",""narrativer""]",NULL,NULL
733,13,"1986","Børs og kateter: ei vandring på den populærvitskaplege marknadsplassen","77651","","Article","","92","","","0039-7717","","Syn og segn","","1","","","","Om forskningsjournalistikk","","","","","46-52 : ",1,"[""forskningsformidling"",""journalistikk"",""populærvitenskap""]",NULL,NULL
734,13,"1980","Hans Peter L'Orange","32052","","Article","","","","","0332-5822","","Basar","","4","","","","","","","","","54-58",1,"[""forfatterskap""]",NULL,NULL
735,13,"1980","Jakob Rosted og retorikken","32048","","Article","","","","","0332-5822","","Basar","","4","","","","","","","","","40-49",1,"[""forfatterskap"",""retorikk"",""taler""]",NULL,NULL
736,13,"1980","Anmelderiet som genre : med fire eksempel","30478","","Article","","","","","0332-6446","","Arena","","3","","","","","","","","","13-17",1,"[""sjanger""]",NULL,"Hvordan kategoriserer jeg anmeldelser? Er ""offentlig mening"" riktig?\n"
737,13,"1984","Du skal skrive ditt fag : foredrag på Beito-kurset for  almenpraktiserende leger mars 1984","64251","","Article","","104","","","0029-2001","","Tidsskrift for Den norske legeforening","","19","","","","","","","","","1343-1346",1,"[""forskningsformidling"",""medisin og helse""]",NULL,NULL
738,13,"1985","Dåpsforkynnelsen : en studie i homiletisk reduksjonisme","76079","","Article","","","","","0800-6857","","Halvårsskrift for praktisk teologi","","2","","","","","","","","","[13]-20",1,"[""forkynnelse"",""muntlige tekster""]",NULL,NULL
739,13,"1990","""Søndagsteksten"" revidert : til spørsmålet om  prekenarbeidets metodikk","130413","","Article","","125","","","0332-5431","","Luthersk kirketidende","","13","","","","","","","","","357-361",1,"[""muntlige tekster"",""prekener""]",NULL,NULL
740,13,"2001","Epigrafen: Sitatet som utilslørt intertekst","292169","","Article","","13","","","0806-8623","","Bøygen","","1","","","","","","","","","26-29",1,"[""epigrafer"",""intertekstualitet""]",NULL,NULL
741,13,"2001","Kvinnebrev om kvinneliv","305682","","Article","","","","","0800-6563","","Kvinnejournalen","","5","","","","","","","","","22-23",1,"[""brev"",""kjønn""]",NULL,NULL
742,13,"2001","Hvem er jeg og hvem kan jeg være når jeg skriver? : om å skrive seg til erkjennelse, se med leserens blikk og framstå i forskerens posisjon som en forteller","291303","","Article","","25","","","0806-6256","","Kvinneforskning","","1","","","","","","","","","11-34",1,"[""forskningsformidling"",""skrivehåndbøker""]",NULL,NULL
743,13,"2003","Ordbokskritikk","354744","","Article","","","","","0805-2735","","LexicoNordica","","10","","","","Engelsk sammendrag","","","","","65-88",1,"[""oppslagsverk""]",NULL,NULL
744,13,"2003","Ordboksomtale i Norge, især avisomtale","354742","","Article","","","","","0805-2735","","LexicoNordica","","10","","","","Engelsk sammendrag","","","","","53-64",1,"[""aviser"",""oppslagsverk"",""orbøker""]",NULL,NULL
745,13,"2003","Finnes det en ordbokkritikk for redaksjonssjefer?","354740","","Article","","","","","0805-2735","","LexicoNordica","","10","","","","Engelsk sammendrag","","","","","45-51",1,"[""ordbøker""]",NULL,NULL
746,13,"2002","Struts i stallen: om retorikken i masseproduserte julebrev","322173","","Article","","26","","","0332-7264","","Norsklæraren","","5","","","","","","","","","5-10",1,"[""brev"",""retorikk""]",NULL,NULL
747,13,"2000","Om brev og e-post","285347","","Article","","24","","","0332-7264","","Norsklæraren","","5","","","","","","","","","14-19",1,"[""brev"",""digitale tekster"",""e-post"",""sjanger""]",NULL,NULL
748,13,"1996","Å gripe fatt i leseren før han stikker av : om 90-årenes  faglitteratur for barn og ungdom","221120","","Article","","20","","","0332-7264","","Norsklæraren","","5","","","","","","","","","28-33 : ",1,"[""barn og ungdom"",""forskningsformidling"",""litteratur""]",NULL,NULL
